# airline	from	to	codeshare	stops	equipment
# Date: 2014-06-28
AK	KUL	HKT		0	320
AK	KUL	JHB		0	320
AK	KUL	JOG		0	320
AK	KUL	KBR		0	320
AK	KUL	KBV		0	320
AK	KUL	KCH		0	320
AK	KUL	KLO		0	320
AK	KUL	KMG		0	320
AK	KUL	KWL		0	320
AK	KUL	LBU		0	320
AK	KUL	LGK		0	320
AK	KUL	LOP		0	320
AK	KUL	MAA		0	320
AK	KUL	MFM		0	320
AK	KUL	MYY		0	320
AK	KUL	NNG		0	320
AK	KUL	PDG		0	320
AK	KUL	PEN		0	320
AK	KUL	PKU		0	320
AK	KUL	PLM		0	320
AK	KUL	PNH		0	320
AK	KUL	REP		0	320
AK	KUL	RGN		0	320
AK	KUL	SBW		0	320
AK	KUL	SDK		0	320
AK	KUL	SGN		0	320
AK	KUL	SIN		0	320
AK	KUL	SOC		0	320
AK	KUL	SRG		0	320
AK	KUL	SUB		0	320
AK	KUL	SZX		0	320
AK	KUL	TGG		0	320
AK	KUL	TRZ		0	320
AK	KUL	TWU		0	320
AK	KUL	UPG		0	320
AK	KUL	URT		0	320
AK	KUL	VTE		0	320
AK	KWL	KUL		0	320
AK	LBU	KUL		0	320
AK	LGK	KCH		0	320
AK	LGK	KUL		0	320
AK	LGK	PEN		0	320
AK	LGK	SIN		0	320
AK	LOP	KUL		0	320
AK	MAA	KUL		0	320
AK	MFM	KUL		0	320
AK	MYY	BKI		0	320
AK	MYY	JHB		0	320
AK	MYY	KCH		0	320
AK	MYY	KUL		0	320
AK	MYY	PEN		0	320
AK	MYY	SIN		0	320
AK	MYY	TGG		0	320
AK	NNG	KUL		0	320
AK	PDG	KUL		0	320
AK	PEN	BKI		0	320
AK	PEN	JHB		0	320
AK	PEN	KCH		0	320
AK	PEN	KUL		0	320
AK	PEN	LGK		0	320
AK	PEN	MYY		0	320
AK	PEN	SIN		0	320
AK	PKU	KUL		0	320
AK	PLM	KUL		0	320
AK	PNH	KUL		0	320
AK	REP	KUL		0	320
AK	RGN	KUL		0	320
AK	SBW	JHB		0	320
AK	SBW	KCH		0	320
AK	SBW	KUL		0	320
AK	SDK	BKI		0	320
AK	SDK	KUL		0	320
AK	SGN	KUL		0	320
AK	SIN	BKI		0	320
AK	SIN	KBR		0	320
AK	SIN	KCH		0	320
AK	SIN	KUL		0	320
AK	SIN	LGK		0	320
AK	SIN	MYY		0	320
AK	SIN	PEN		0	320
AK	SIN	TGG		0	320
AK	SOC	KUL		0	320
AK	SRG	KUL		0	320
AK	SUB	KUL		0	320
AK	SZX	BKI		0	320
AK	SZX	KUL		0	320
AK	TGG	KUL		0	320
AK	TGG	MYY		0	320
AK	TGG	SIN		0	320
AK	TPE	BKI		0	320
AK	TRZ	KUL		0	320
AK	TWU	BKI		0	320
AK	TWU	JHB		0	320
AK	TWU	KUL		0	320
AK	UPG	KUL		0	320
AK	URT	KUL		0	320
AK	VTE	KUL		0	320
AM	ABY	ATL	*	0	CRJ
AM	ACA	MEX		0	737 ERJ E70 EMJ E75
AM	ACA	MEX	*	0	ERJ
AM	ACA	TLC	*	0	ERJ
AM	AGU	MEX	*	0	E75 EMJ ERJ E70
AM	AGU	MTY	*	0	ERJ
AM	ALB	ATL	*	0	M88
AM	AQP	JUL	*	0	319
AM	ATL	ABY	*	0	CRJ
AM	ATL	ALB	*	0	CR9 M88
AM	ATL	BDL	*	0	M88 73W
AM	ATL	BNA	*	0	M88 320
AM	ATL	BOS	*	0	M90 757 738 M88 320 319
AM	ATL	BWI	*	0	M90 757 320 M88
AM	ATL	CDG	*	0	76W
AM	ATL	CLE	*	0	717
AM	ATL	CMH	*	0	M88
AM	ATL	CUN	*	0	M88 757 320
AM	ATL	CVG	*	0	738 M88 319
AM	ATL	CZM	*	0	M88 319
AM	ATL	DCA	*	0	M90 M88
AM	ATL	DEN	*	0	M90 738 757
AM	ATL	DTW	*	0	M88 M90 757
AM	ATL	EWR	*	0	717
AM	ATL	FCO	*	0	333
AM	ATL	GDL	*	0	320
AM	ATL	IAD	*	0	M88
AM	ATL	IND	*	0	M88 M90
AM	ATL	JAX	*	0	757
AM	ATL	JFK	*	0	738 319 73H
AM	ATL	LGA	*	0	757 M88 739 73H 320 73W
AM	ATL	MAD	*	0	764
AM	ATL	MCI	*	0	M88 M90 757
AM	ATL	MCO	*	0	757
AM	ATL	MEM	*	0	320 M88
AM	ATL	MEX	*	0	73W 738 73H EMJ
AM	ATL	MIA	*	0	M90
AM	ATL	MSP	*	0	320 757 M90 739
AM	ATL	MSY	*	0	757
AM	ATL	MTY	*	0	CR9
AM	ATL	PHL	*	0	757 M88 M90 73H
AM	ATL	PIT	*	0	M88 CR9
AM	ATL	PVR	*	0	757
AM	ATL	RDU	*	0	M88 738 M90 739 320
AM	ATL	RIC	*	0	73H M90 M88
AM	ATL	SEA	*	0	739 763 757 738
AM	ATL	SJD	*	0	73W 738
AM	ATL	SLC	*	0	757
AM	ATL	STL	*	0	M90 717 319 M88
AM	ATL	XNA	*	0	CR7 CR9
AM	ATL	YUL	*	0	CR9 CR7
AM	BDL	ATL	*	0	73W M88
AM	BJX	MEX		0	EMJ E70 ERJ
AM	BJX	MEX	*	0	ERJ EMJ
AM	BJX	MTY	*	0	ERJ
AM	BJX	SFO		0	738
AM	BJX	TIJ		0	EMJ
AM	BOG	MEX		0	737
AM	BOG	MEX	*	0	330 320
AM	BOS	ATL	*	0	757 M90 M88 320
AM	BOS	CUN	*	0	757
AM	BRU	MAD		0	E90
AM	BRU	MAD	*	0	E90
AM	BWI	ATL	*	0	M88 757 73W 320
AM	CCS	MEX		0	737
AM	CDG	ATL	*	0	76W
AM	CDG	LYS	*	0	319
AM	CDG	MEX		0	787
AM	CDG	MEX	*	0	744
AM	CDG	TLS	*	0	320
AM	CEN	GDL	*	0	ERJ
AM	CEN	HMO	*	0	ERJ
AM	CEN	MEX	*	0	E70
AM	CJS	CUU	*	0	ERJ
AM	CJS	HMO	*	0	ERJ
AM	CJS	MEX		0	EMJ
AM	CJS	MTY	*	0	ERJ
AM	CJS	TIJ	*	0	ERJ
AM	CLE	ATL	*	0	717
AM	CLQ	MEX		0	ATR
AM	CME	MEX		0	737 EMJ E70 ERJ
AM	CME	MEX	*	0	ERJ EMJ E75 E70
AM	CMH	ATL	*	0	M88
AM	CPE	MEX	*	0	EMJ E70
AM	CUL	GDL	*	0	ERJ
AM	CUL	HMO	*	0	ERJ
AM	CUL	MEX		0	EMJ 737
AM	CUL	MEX	*	0	737
AM	CUL	MTY	*	0	ERJ
AM	CUL	TIJ		0	738
AM	CUN	ATL	*	0	757 320
AM	CUN	BOS	*	0	757
AM	CUN	DTW	*	0	320
AM	CUN	HAV		0	737
AM	CUN	IND	*	0	320
AM	CUN	JFK		0	738
AM	CUN	LAX		0	738
AM	CUN	LAX	*	0	320 73H
AM	CUN	MAD		0	333
AM	CUN	MCO	*	0	757
AM	CUN	MEX		0	738 737 762 EMJ 763 787
AM	CUN	MSP	*	0	320
AM	CUN	PTY	*	0	738 73G
AM	CUN	RDU	*	0	M88
AM	CUN	SLC	*	0	320
AM	CUU	CJS	*	0	ERJ
AM	CUU	GDL	*	0	ERJ
AM	CUU	HMO	*	0	ERJ
AM	CUU	MEX		0	737 EMJ
AM	CUU	MTY	*	0	ERJ
AM	CUU	TRC	*	0	ERJ
AM	CUZ	LIM	*	0	319
AM	CVG	ATL	*	0	738
AM	CVG	CUN	*	0	M88
AM	CVM	MEX		0	ATR
AM	CZM	ATL	*	0	M88 319
AM	DCA	ATL	*	0	738 M90 M88 73H
AM	DEN	ATL	*	0	M90 738
AM	DFW	MEX	*	0	EMJ
AM	DGO	MEX	*	0	EMJ ERJ
AM	DGO	TIJ	*	0	EMJ
AM	DTW	ATL	*	0	73H 757 739
AM	DTW	CUN	*	0	320
AM	DTW	MEX	*	0	319
AM	DTW	MTY	*	0	319
AM	EWR	ATL	*	0	717 319
AM	EZE	MEX		0	777 763 762
AM	FAT	GDL		0	738
AM	FCO	ATL	*	0	333
AM	GDL	ATL	*	0	320
AM	GDL	CEN	*	0	ERJ
AM	GDL	CUL	*	0	ERJ
AM	GDL	CUU	*	0	ERJ
AM	GDL	FAT		0	738
AM	GDL	HMO	*	0	ERJ
AM	GDL	LAP	*	0	ERJ
AM	GDL	LAX		0	738
AM	GDL	LAX	*	0	73H
AM	GDL	MEX		0	737 EMJ E70 E75 738 ERJ
AM	GDL	MEX	*	0	737 ERJ E70
AM	GDL	MTY	*	0	ERJ
AM	GDL	MZT	*	0	ERJ
AM	GDL	ONT		0	738
AM	GDL	ORD		0	737
AM	GDL	PTY	*	0	E90
AM	GDL	PVR	*	0	ERJ
AM	GDL	SFO		0	738
AM	GDL	SJC	*	0	73H
AM	GDL	SMF		0	738
AM	GDL	TIJ		0	738
AM	GDL	TLC	*	0	ERJ
AM	GDL	TRC	*	0	ERJ
AM	GRU	MEX		0	777
AM	GRU	MEX	*	0	330
AM	GUA	MEX	*	0	EMJ
AM	GUA	TAP	*	0	ERJ
AM	HAV	CUN		0	737
AM	HAV	MEX		0	737
AM	HMO	CEN	*	0	ERJ
AM	HMO	CJS	*	0	ERJ
AM	HMO	CUL	*	0	ERJ
AM	HMO	CUU	*	0	ERJ
AM	HMO	GDL	*	0	ERJ
AM	HMO	LAX	*	0	ERJ
AM	HMO	LMM	*	0	ERJ
AM	HMO	MEX		0	737
AM	HMO	MTY	*	0	ERJ
AM	HMO	MXL	*	0	ERJ
AM	HMO	PHX		0	ERJ
AM	HMO	TIJ	*	0	ERJ
AM	HUX	MEX	*	0	EMJ
AM	IAD	ATL	*	0	M88
AM	IAD	MEX		0	737
AM	IAH	MEX		0	EMJ
AM	IAH	MEX	*	0	EMJ
AM	IND	ATL	*	0	M88 M90
AM	IND	CUN	*	0	320
AM	JAL	MEX		0	ATR
AM	JAX	ATL	*	0	757 M90 738
AM	JFK	ATL	*	0	752 319 757 738
AM	JFK	CUN		0	738
AM	JFK	MEX		0	738 787
AM	JFK	MEX	*	0	757
AM	JUL	CUZ	*	0	319
AM	LAP	GDL	*	0	ERJ
AM	LAP	MEX	*	0	EMJ
AM	LAS	MEX		0	737
AM	LAS	MTY		0	737
AM	LAX	CUN		0	738
AM	LAX	CUN	*	0	320
AM	LAX	GDL		0	738
AM	LAX	GDL	*	0	73H
AM	LAX	HMO	*	0	ERJ
AM	LAX	MEX		0	737
AM	LAX	MEX	*	0	73H
AM	LAX	MZT	*	0	739
AM	LAX	PVR	*	0	739 320 73H
AM	LAX	SJD	*	0	73J 734
AM	LAX	ZIH	*	0	739
AM	LAX	ZLO	*	0	73H
AM	LGA	ATL	*	0	M88 757 738
AM	LHR	MEX		0	763 787
AM	LIM	AQP	*	0	319
AM	LIM	LPB	*	0	319
AM	LIM	MEX		0	763 738 762
AM	LIM	MEX	*	0	763
AM	LIM	VVI		0	319
AM	LIM	VVI	*	0	319
AM	LMM	HMO	*	0	ERJ
AM	LMM	MEX	*	0	E70
AM	LMM	MZT	*	0	ERJ
AM	LPB	LIM		0	319
AM	LPB	LIM	*	0	319
AM	LZC	MEX		0	ATR
AM	MAD	ATL	*	0	764
AM	MAD	BRU		0	E90
AM	MAD	CUN		0	333
AM	MAD	MEX		0	777 787 762
AM	MAM	MEX	*	0	ERJ
AM	MCI	ATL	*	0	757 M88 M90
AM	MCO	ATL	*	0	757 753 763
AM	MCO	CUN	*	0	757
AM	MCO	MEX		0	737
AM	MEM	ATL	*	0	M88 320
AM	MEX	ACA		0	ERJ 737 EMJ E70 E75
AM	MEX	ACA	*	0	E70 E75 ERJ
AM	MEX	AGU	*	0	EMJ ERJ E75 E70
AM	MEX	ATL	*	0	73H 73W 738 EMJ
AM	MEX	BJX		0	E70 EMJ ERJ
AM	MEX	BJX	*	0	ERJ EMJ
AM	MEX	BOG		0	737
AM	MEX	BOG	*	0	320 330
AM	MEX	CCS		0	737
AM	MEX	CDG		0	787
AM	MEX	CDG	*	0	744
AM	MEX	CEN	*	0	E70
AM	MEX	CJS		0	EMJ
AM	MEX	CLQ		0	ATR
AM	MEX	CME		0	737 EMJ E70 ERJ
AM	MEX	CME	*	0	ERJ EMJ E75 E70
AM	MEX	CPE	*	0	EMJ E70
AM	MEX	CUL		0	EMJ 737
AM	MEX	CUL	*	0	737
AM	MEX	CUN		0	762 737 738 EMJ 763 787
AM	MEX	CUU		0	EMJ 737
AM	MEX	CVM		0	ATR
AM	MEX	DFW	*	0	EMJ
AM	MEX	DGO	*	0	EMJ ERJ
AM	MEX	DTW	*	0	319
AM	MEX	EZE		0	763 762 777
AM	MEX	GDL		0	737 EMJ E70 E75 738 ERJ
AM	MEX	GDL	*	0	EMJ E75 E70 ERJ
AM	MEX	GRU		0	777
AM	MEX	GRU	*	0	330
AM	MEX	GUA	*	0	EMJ
AM	MEX	HAV		0	737
AM	MEX	HMO		0	737
AM	MEX	HUX	*	0	EMJ
AM	MEX	IAD		0	737
AM	MEX	IAH		0	EMJ
AM	MEX	IAH	*	0	EMJ
AM	MEX	JAL		0	ATR
AM	MEX	JFK		0	738 787
AM	MEX	JFK	*	0	757
AM	MEX	LAP	*	0	EMJ
AM	MEX	LAS		0	737
AM	MEX	LAX		0	737
AM	MEX	LAX	*	0	73H
AM	MEX	LHR		0	787
AM	MEX	LIM		0	762 738 763
AM	MEX	LIM	*	0	763
AM	MEX	LMM	*	0	E70
AM	MEX	LZC		0	ATR
AM	MEX	MAD		0	777 787 762
AM	MEX	MAM	*	0	ERJ
AM	MEX	MCO		0	737
AM	MEX	MIA		0	737
AM	MEX	MID		0	737 EMJ E70 ERJ
AM	MEX	MID	*	0	EMJ
AM	MEX	MLM	*	0	ERJ
AM	MEX	MTT	*	0	EMJ ERJ E75
AM	MEX	MTY		0	737 738 EMJ ERJ
AM	MEX	MXL		0	737
AM	MEX	MZT		0	EMJ
AM	MEX	NLD	*	0	ERJ
AM	MEX	OAX		0	E75 ERJ
AM	MEX	OAX	*	0	ERJ EMJ
AM	MEX	ORD		0	737
AM	MEX	PAZ	*	0	ERJ
AM	MEX	PDS		0	CRJ
AM	MEX	PTY	*	0	738 73G
AM	MEX	PVR		0	738 ERJ 737 EMJ
AM	MEX	PXM		0	ATR
AM	MEX	REX		0	E70
AM	MEX	REX	*	0	ERJ EMJ E75
AM	MEX	SAL	*	0	EMJ
AM	MEX	SAP	*	0	E70
AM	MEX	SAT	*	0	EMJ
AM	MEX	SCL		0	762 763
AM	MEX	SCL	*	0	763
AM	MEX	SFO		0	737
AM	MEX	SJD		0	EMJ 738 737 ERJ
AM	MEX	SJO		0	738
AM	MEX	SLP	*	0	ERJ
AM	MEX	SLW	*	0	ERJ
AM	MEX	TAM	*	0	E70 ERJ E75 EMJ
AM	MEX	TAP		0	E70 EMJ ERJ E75
AM	MEX	TAP	*	0	ERJ
AM	MEX	TGZ		0	ERJ EMJ
AM	MEX	TIJ		0	737 787 777 762
AM	MEX	TPQ		0	CRJ ATR
AM	MEX	TRC		0	EMJ
AM	MEX	UIO		0	737
AM	MEX	VER		0	E75 AT7
AM	MEX	VER	*	0	E75 ERJ EMJ E70
AM	MEX	VSA		0	EMJ 737 ERJ E70
AM	MEX	YUL		0	738
AM	MEX	ZCL	*	0	ERJ
AM	MEX	ZIH	*	0	ERJ EMJ
AM	MEX	ZLO	*	0	E75 ERJ
AM	MIA	ATL	*	0	M88 M90
AM	MIA	MEX		0	737
AM	MIA	MID	*	0	EMJ
AM	MID	MEX		0	737 EMJ E70 ERJ
AM	MID	MEX	*	0	EMJ
AM	MID	MIA	*	0	EMJ
AM	MID	VSA		0	AT7
AM	MKE	ATL	*	0	M90
AM	MLM	MEX	*	0	ERJ
AM	MLM	SFO		0	738
AM	MRS	CDG	*	0	319
AM	MSP	ATL	*	0	320 757
AM	MSP	CUN	*	0	320
AM	MSY	ATL	*	0	M88 757 M90
AM	MTT	MEX	*	0	EMJ ERJ E75
AM	MTY	AGU	*	0	ERJ
AM	MTY	ATL	*	0	CR9
AM	MTY	BJX	*	0	ERJ
AM	MTY	CJS	*	0	ERJ
AM	MTY	CUL	*	0	ERJ
AM	MTY	CUU	*	0	ERJ
AM	MTY	DTW	*	0	319
AM	MTY	GDL	*	0	ERJ
AM	MTY	HMO	*	0	ERJ
AM	MTY	LAS		0	737
AM	MTY	MEX		0	737 EMJ ERJ
AM	MTY	PBC	*	0	ERJ
AM	MTY	PTY	*	0	E90
AM	MTY	QRO	*	0	ERJ
AM	MTY	SAT	*	0	ERJ
AM	MTY	TAM		0	AT7
AM	MTY	TAM	*	0	ERJ
AM	MTY	TLC	*	0	ERJ
AM	MTY	VER	*	0	ERJ
AM	MXL	HMO	*	0	ERJ
AM	MXL	MEX		0	737
AM	MZT	GDL	*	0	ERJ
AM	MZT	LAX	*	0	739
AM	MZT	LMM	*	0	ERJ
AM	MZT	MEX		0	EMJ
AM	NLD	MEX	*	0	ERJ
AM	NRT	MEX		0	787
AM	OAX	MEX		0	E75 ERJ
AM	OAX	MEX	*	0	EMJ ERJ
AM	ONT	GDL		0	738
AM	ORD	GDL		0	737
AM	ORD	MEX		0	737
AM	PAP	PTY	*	0	73G 738
AM	PAZ	MEX	*	0	ERJ
AM	PAZ	REX		0	ATR
AM	PAZ	VSA		0	ATR
AM	PBC	MTY	*	0	ERJ
AM	PDS	MEX		0	CRJ
AM	PHL	ATL	*	0	M88 757 M90
AM	PHX	HMO		0	ERJ
AM	PIT	ATL	*	0	M88 320
AM	POS	PTY		0	73G E90
AM	PTY	CUN	*	0	738 73G
AM	PTY	GDL	*	0	E90
AM	PTY	MEX	*	0	738 73G
AM	PTY	MTY	*	0	E90
AM	PTY	PAP	*	0	73G 738
AM	PTY	POS		0	73G E90
AM	PVG	TIJ		0	777
AM	PVR	ATL	*	0	757
AM	PVR	GDL	*	0	ERJ
AM	PVR	LAX	*	0	739 320 73H
AM	PVR	MEX		0	ERJ 738 737 EMJ
AM	PVR	SAN	*	0	73J
AM	PVR	SFO	*	0	73J 739
AM	PVR	SLC	*	0	CR9
AM	PXM	MEX		0	ATR
AM	QRO	MTY	*	0	ERJ
AM	RDU	ATL	*	0	M88 M90 739
AM	RDU	CUN	*	0	M88
AM	REX	MEX		0	E70
AM	REX	MEX	*	0	ERJ EMJ E75
AM	REX	PAZ		0	ATR
AM	RIC	ATL	*	0	M90 M88
AM	SAL	MEX	*	0	EMJ
AM	SAN	PVR	*	0	73J
AM	SAP	MEX	*	0	E70
AM	SAT	MEX	*	0	EMJ
AM	SAT	MTY	*	0	ERJ
AM	SCL	MEX		0	762 763
AM	SCL	MEX	*	0	763
AM	SEA	ATL	*	0	739 76W 757
AM	SFO	ATL	*	0	763
AM	SFO	BJX		0	738
AM	SFO	GDL		0	738
AM	SFO	MEX		0	737
AM	SFO	MLM		0	738
AM	SFO	PVR	*	0	73J 739
AM	SFO	SJD	*	0	734
AM	SJC	GDL	*	0	73H
AM	SJC	SJD	*	0	734
AM	SJD	ATL	*	0	73W 738
AM	SJD	LAX		0	734
AM	SJD	LAX	*	0	73J
AM	SJD	MEX		0	EMJ 738 737
AM	SJD	SFO	*	0	734
AM	SJD	SJC	*	0	734
AM	SJD	SLC	*	0	CR9
AM	SJO	MEX		0	738
AM	SJU	ATL	*	0	757 753
AM	SLC	ATL	*	0	763
AM	SLC	CUN	*	0	320
AM	SLC	PVR	*	0	CR9
AM	SLC	SJD	*	0	CR9
AM	SLP	MEX	*	0	ERJ
AM	SLW	MEX	*	0	ERJ
AM	SMF	GDL		0	738
AM	STL	ATL	*	0	717 M90 M88
AM	TAM	MEX	*	0	ERJ E70 E75 EMJ
AM	TAM	MTY		0	AT7
AM	TAM	MTY	*	0	ERJ
AM	TAM	VER		0	AT7
AM	TAP	GUA	*	0	ERJ
AM	TAP	MEX		0	ERJ E70 EMJ E75
AM	TAP	MEX	*	0	ERJ
AM	TGZ	MEX		0	ERJ EMJ
AM	TIJ	BJX		0	EMJ
AM	TIJ	CJS	*	0	ERJ
AM	TIJ	CUL		0	738
AM	TIJ	DGO	*	0	EMJ
AM	TIJ	GDL		0	738
AM	TIJ	HMO	*	0	ERJ
AM	TIJ	MEX		0	737 787 762 777
AM	TIJ	NRT		0	787
AM	TIJ	PVG		0	777
AM	TLC	ACA	*	0	ERJ
AM	TLC	GDL	*	0	ERJ
AM	TLC	MTY	*	0	ERJ
AM	TPA	ATL	*	0	757
AM	TPQ	MEX		0	CRJ ATR
AM	TRC	CUU	*	0	ERJ
AM	TRC	GDL	*	0	ERJ
AM	TRC	MEX		0	EMJ
AM	UIO	MEX		0	737
AM	VER	MEX		0	AT7
AM	VER	MEX	*	0	E75 ERJ EMJ E70
AM	VER	MTY	*	0	ERJ
AM	VER	TAM		0	AT7
AM	VER	VSA		0	AT7
AM	VSA	MEX		0	737 EMJ ERJ E70
AM	VSA	MID		0	AT7
AM	VSA	PAZ		0	ATR
AM	VSA	VER		0	AT7
AM	VVI	LIM	*	0	319
AM	XNA	ATL	*	0	CRJ
AM	YUL	ATL	*	0	CR9 CR7
AM	YUL	MEX		0	738
AM	ZCL	MEX	*	0	ERJ
AM	ZIH	LAX	*	0	739
AM	ZIH	MEX	*	0	ERJ EMJ
AM	ZLO	LAX	*	0	73H
AM	ZLO	MEX	*	0	E75 ERJ
AP	AMS	CTA		0	320
AP	AMS	LIN	*	0	32S 321
AP	AMS	PMO		0	320
AP	ATH	VCE		0	320
AP	BLQ	CTA		0	320
AP	BLQ	TIA		0	320
AP	BRI	LIN	*	0	32S
AP	CDG	CTA		0	320
AP	CDG	LIN	*	0	32S 320 319
AP	CDG	PMO		0	320
AP	CPH	VCE		0	320
AP	CTA	AMS		0	320
AP	CTA	BLQ		0	320
AP	CTA	CDG		0	320
AP	CTA	DUS		0	320
AP	CTA	LGW		0	320
AP	CTA	LIN	*	0	319 E90
AP	CTA	LYS		0	320
AP	CTA	MXP		0	320
AP	CTA	PSA		0	320
AP	CTA	STR		0	320
AP	CTA	SVO		0	320
AP	CTA	TRN		0	320
AP	CTA	TXL		0	320
AP	CTA	VCE		0	320
AP	CTA	VIE		0	320
AP	CTA	VRN		0	320
AP	DUS	CTA		0	320
AP	GOA	TIA		0	320
AP	LED	VCE		0	320
AP	LGW	CTA		0	320
AP	LGW	PMO		0	320
AP	LIN	AMS	*	0	32S 321
AP	LIN	BRI	*	0	32S E75 319
AP	LIN	CDG	*	0	32S 320 319
AP	LIN	CTA	*	0	319 E90
AP	LIN	NAP	*	0	E90 32S
AP	LIN	PMO	*	0	32S 320 E75
AP	LYS	CTA		0	320
AP	MXP	CTA		0	320
AP	MXP	TIA		0	320
AP	NAP	LIN	*	0	E90 32S
AP	PMO	AMS		0	320
AP	PMO	CDG		0	320
AP	PMO	LGW		0	320
AP	PMO	LIN	*	0	32S E75
AP	PMO	SVO		0	320
AP	PMO	TRN		0	320
AP	PMO	TXL		0	320
AP	PMO	VCE		0	320
AP	PMO	VRN		0	320
AP	PRG	PSA		0	320
AP	PRG	VCE		0	320
AP	PSA	CTA		0	320
AP	PSA	PRG		0	320
AP	PSA	SVO		0	320
AP	PSA	TIA		0	320
AP	PSA	TXL		0	320
AP	STR	CTA		0	320
AP	SUF	TRN		0	320
AP	SUF	VCE		0	320
AP	SVO	CTA		0	320
AP	SVO	PMO		0	320
AP	SVO	PSA		0	320
AP	TIA	BLQ		0	320
AP	TIA	GOA		0	320
AP	TIA	MXP		0	320
AP	TIA	PSA		0	320
AP	TIA	VCE		0	320
AP	TIA	VRN		0	320
AP	TRN	CTA		0	320
AP	TRN	PMO		0	320
AP	TRN	SUF		0	320
AP	TXL	CTA		0	320
AP	TXL	PMO		0	320
AP	TXL	PSA		0	320
AP	VCE	ATH		0	320
AP	VCE	CPH		0	320
AP	VCE	CTA		0	320
AP	VCE	LED		0	320
AP	VCE	PMO		0	320
AP	VCE	PRG		0	320
AP	VCE	SUF		0	320
AP	VCE	TIA		0	320
AP	VIE	CTA		0	320
AP	VRN	CTA		0	320
AP	VRN	PMO		0	320
AP	VRN	TIA		0	320
AR	AEP	AFA	*	0	E90
AR	AEP	ASU		0	737
AR	AEP	BHI		0	737
AR	AEP	BHI	*	0	E90
AR	AEP	BRC		0	737
AR	AEP	BRC	*	0	E90
AR	AEP	COR		0	737
AR	AEP	COR	*	0	E90
AR	AEP	CPC	*	0	E90
AR	AEP	CRD		0	737
AR	AEP	CRD	*	0	E90
AR	AEP	CTC	*	0	E90
AR	AEP	CWB	*	0	E90
AR	AEP	EQS	*	0	E90
AR	AEP	FLN		0	737
AR	AEP	FMA	*	0	E90
AR	AEP	FTE		0	737
AR	AEP	GIG		0	737
AR	AEP	GRU		0	737
AR	AEP	GRU	*	0	E90
AR	AEP	IGR		0	737
AR	AEP	IGR	*	0	E90
AR	AEP	IRJ	*	0	E90
AR	AEP	JUJ		0	737
AR	AEP	JUJ	*	0	E90
AR	AEP	LUQ	*	0	E90
AR	AEP	MDQ		0	737
AR	AEP	MDQ	*	0	E90
AR	AEP	MDZ		0	737
AR	AEP	MDZ	*	0	E90
AR	AEP	MVD		0	737
AR	AEP	MVD	*	0	E90
AR	AEP	NQN		0	737
AR	AEP	NQN	*	0	E90
AR	AEP	PDP	*	0	E90
AR	AEP	POA		0	737
AR	AEP	PRA	*	0	E90
AR	AEP	PSS		0	737
AR	AEP	PSS	*	0	E90
AR	AEP	REL		0	737
AR	AEP	RES		0	737
AR	AEP	RES	*	0	E90
AR	AEP	RGA		0	737
AR	AEP	RGA	*	0	E90
AR	AEP	RGL		0	737
AR	AEP	RGL	*	0	E90
AR	AEP	RHD	*	0	E90
AR	AEP	ROS	*	0	E90
AR	AEP	RSA	*	0	E90
AR	AEP	SCL		0	737
AR	AEP	SCL	*	0	E90
AR	AEP	SDE		0	737
AR	AEP	SDE	*	0	E90
AR	AEP	SFN	*	0	E90
AR	AEP	SLA		0	737
AR	AEP	SLA	*	0	E90
AR	AEP	TUC		0	737
AR	AEP	TUC	*	0	E90
AR	AEP	UAQ		0	737
AR	AEP	UAQ	*	0	E90
AR	AEP	USH		0	737
AR	AEP	VDM	*	0	E90
AR	AFA	AEP	*	0	E90
AR	AFA	LUQ	*	0	E90
AR	ASU	AEP		0	737
AR	ASU	EZE		0	737
AR	BCN	EZE		0	340
AR	BHI	AEP		0	737
AR	BHI	AEP	*	0	E90
AR	BOG	EZE		0	340
AR	BRC	AEP		0	737
AR	BRC	AEP	*	0	E90
AR	BRC	COR		0	737
AR	BRC	EZE		0	737
AR	BRC	MDZ		0	737
AR	BSB	EZE		0	737
AR	CCS	EZE		0	340
AR	CNF	AEP	*	0	E90
AR	COR	AEP		0	737
AR	COR	AEP	*	0	E90
AR	COR	BRC		0	737
AR	COR	EZE		0	737
AR	COR	JUJ	*	0	E90
AR	COR	MDZ		0	737
AR	COR	MDZ	*	0	E90
AR	COR	SLA	*	0	E90
AR	CPC	AEP	*	0	E90
AR	CRD	AEP		0	737
AR	CRD	AEP	*	0	E90
AR	CRD	NQN		0	737
AR	CTC	AEP	*	0	E90
AR	CUN	EZE		0	340
AR	CWB	AEP	*	0	E90
AR	EQS	AEP	*	0	E90
AR	EZE	ASU		0	737
AR	EZE	BCN		0	340
AR	EZE	BOG		0	340
AR	EZE	BRC		0	737
AR	EZE	BSB		0	737
AR	EZE	CCS		0	340
AR	EZE	COR		0	737
AR	EZE	CUN		0	340
AR	EZE	FCO		0	340
AR	EZE	FTE		0	737
AR	EZE	GIG		0	737
AR	EZE	GRU	*	0	E90
AR	EZE	IGR		0	737
AR	EZE	JFK		0	330
AR	EZE	LIM		0	737
AR	EZE	MAD		0	340
AR	EZE	MDZ	*	0	E90
AR	EZE	MIA		0	340 330
AR	EZE	MVD	*	0	E90
AR	EZE	REL		0	737
AR	EZE	ROS	*	0	E90
